temperature_C,pressure_atm,concentration_mol_L,pH,exotherm_kJ_mol,decomp_temp_C,viscosity_cP,thermal_runaway,pressure_buildup,vapor_emission,corrosion,decomposition,risk_score,severity
174.2,2.85,0.2618,3.47,66.6,208.0,45.76,1,0,1,0,1,35.1,medium
140.6,11.86,0.2939,4.29,151.1,289.1,8.3,0,1,1,0,0,47.0,medium
127.9,1.29,0.3139,3.38,148.9,215.5,28.85,0,0,0,0,0,46.6,medium
223.0,17.95,0.022,1.03,194.9,263.2,11.77,1,1,1,1,1,69.9,high
290.2,18.49,0.0493,4.37,75.9,364.3,1.52,1,1,0,0,0,62.9,high
199.5,14.93,0.3281,3.22,188.9,331.3,4.69,1,1,1,0,1,67.7,high
279.0,9.86,0.1886,1.06,130.3,399.1,35.63,1,0,0,1,0,58.4,high
63.4,5.84,0.0372,4.37,109.2,234.4,9.53,0,0,0,0,0,34.7,medium
250.7,15.14,0.1558,0.56,140.2,279.4,11.84,1,1,0,1,1,65.2,high
264.9,18.7,0.0738,1.86,146.5,361.9,19.17,1,1,0,1,1,57.9,high
211.4,4.01,0.459,5.58,50.9,243.1,33.03,1,0,1,1,1,49.8,medium
284.2,9.85,0.1094,0.75,155.3,230.7,23.73,1,1,0,1,1,67.7,high
201.6,6.99,0.0804,4.7,150.5,285.5,47.26,1,1,0,0,0,43.4,medium
117.7,7.78,0.3168,6.67,199.6,276.7,21.99,0,0,0,1,0,46.6,medium
111.8,8.71,0.2657,1.61,184.2,396.0,10.36,0,0,0,1,0,50.4,high
193.4,19.08,0.2922,3.21,143.2,291.3,27.04,1,0,0,0,0,73.0,high
277.6,5.91,0.2236,4.24,148.2,372.2,22.82,0,0,1,0,0,42.2,medium
77.4,10.36,0.2389,3.43,190.3,377.6,39.46,0,1,0,0,0,47.5,medium
205.1,19.08,0.3916,4.53,194.1,231.6,46.79,1,1,1,1,1,76.8,critical
244.8,10.05,0.1178,3.13,168.9,343.1,41.9,1,1,0,0,0,58.8,high
87.7,17.41,0.2043,1.47,158.1,255.5,19.76,0,1,0,1,0,56.5,high
88.0,2.12,0.4793,1.08,40.0,218.9,11.2,0,0,0,1,0,28.0,low
147.9,19.11,0.1031,5.34,169.5,374.9,45.77,0,1,0,0,0,61.9,high
125.7,4.56,0.1539,2.05,65.6,258.5,19.6,0,0,0,0,0,29.8,low
107.6,19.62,0.1039,6.01,121.5,269.1,38.63,0,1,0,0,0,58.2,high
107.7,4.34,0.02,5.33,93.0,264.8,49.48,0,0,0,0,0,35.8,medium
91.4,9.44,0.1422,0.82,82.2,240.1,29.08,0,0,0,1,1,33.6,medium
206.6,6.86,0.0328,1.81,75.8,286.9,24.25,1,1,0,1,0,37.5,medium
225.2,9.23,0.0858,2.4,174.0,285.7,35.14,0,1,0,1,0,58.0,high
228.7,5.76,0.1877,4.36,158.4,281.8,10.1,1,0,0,0,1,61.6,high
187.8,19.34,0.0202,5.76,114.2,383.3,24.67,1,1,0,0,0,52.4,high
288.7,6.81,0.3789,0.89,139.6,268.0,15.96,1,1,1,1,1,61.9,high
271.3,13.41,0.3998,2.12,197.2,206.1,8.63,1,1,1,1,0,80.5,critical
289.8,3.61,0.2116,2.95,91.6,235.7,30.7,1,0,1,0,1,56.3,high
153.3,16.66,0.4925,1.69,119.2,344.3,29.0,0,1,1,1,1,62.7,high
270.7,11.31,0.3427,4.04,116.0,318.2,38.18,1,1,1,1,1,62.9,high
243.1,19.61,0.3744,3.61,188.5,390.3,43.71,1,1,1,1,0,74.0,high
141.6,9.04,0.1042,2.56,83.3,338.9,11.41,1,0,0,0,0,39.8,medium
85.6,4.71,0.4203,3.86,197.5,238.8,39.1,0,0,0,1,0,32.6,medium
223.8,7.57,0.4731,2.81,74.8,224.1,18.69,1,0,1,1,1,64.7,high
92.7,15.0,0.1258,2.73,39.6,304.2,31.63,0,1,1,0,0,37.2,medium
130.5,13.52,0.3464,2.23,54.4,333.1,42.59,0,0,0,1,0,45.7,medium
180.1,15.79,0.376,4.01,96.7,233.1,13.18,1,1,1,1,0,71.7,high
223.2,2.4,0.1595,3.39,137.0,320.3,30.25,1,0,0,0,0,41.5,medium
282.3,12.03,0.2428,1.78,113.0,373.0,24.28,0,1,0,1,1,72.1,high
202.4,18.71,0.0578,0.58,87.7,345.5,39.63,1,1,0,1,1,59.3,high
221.1,3.05,0.0948,1.48,121.2,332.8,35.01,1,0,0,1,1,44.7,medium
134.4,2.79,0.0402,0.78,171.0,357.9,38.6,0,0,0,1,0,39.6,medium
225.0,14.62,0.2845,3.31,171.0,220.8,14.75,1,1,1,0,1,66.1,high
165.1,6.99,0.3164,1.96,150.7,240.8,35.37,0,0,1,1,0,44.4,medium
265.7,13.51,0.4589,3.23,191.4,207.6,30.49,1,1,1,1,1,73.1,high
154.2,11.36,0.2757,2.64,126.2,229.0,23.11,0,1,1,0,0,59.6,high
172.4,19.74,0.1377,4.0,21.4,382.6,19.23,0,1,0,0,0,42.8,medium
163.8,17.89,0.0391,5.21,72.4,244.4,16.91,0,1,0,0,0,44.3,medium
254.7,13.88,0.4436,3.62,79.1,332.4,0.98,1,0,1,1,1,61.7,high
288.9,5.97,0.2446,0.9,118.5,338.3,8.89,1,0,1,1,1,58.3,high
138.5,5.98,0.3713,0.61,182.9,329.1,3.42,0,0,0,1,0,49.9,medium
174.0,17.76,0.0172,1.89,170.9,310.8,42.49,0,1,0,1,0,63.4,high
229.4,12.12,0.2492,3.26,61.8,297.2,43.07,1,1,1,0,0,58.9,high
274.9,16.0,0.1696,0.79,113.5,284.0,42.39,1,1,0,1,1,69.4,high
178.5,9.55,0.0249,2.63,138.6,383.4,40.99,0,0,0,0,0,44.0,medium
86.1,2.96,0.3901,6.27,197.8,201.9,11.46,0,1,0,0,0,44.6,medium
148.5,7.32,0.2613,1.09,25.6,210.7,24.84,1,0,0,1,0,42.7,medium
192.1,4.06,0.1733,6.67,103.5,298.5,45.44,1,0,0,0,0,43.3,medium
160.2,15.85,0.4048,6.07,197.9,266.1,38.11,0,1,1,1,0,64.4,high
104.8,14.31,0.229,5.91,195.9,281.6,0.59,0,1,0,0,0,63.5,high
68.9,2.68,0.0117,6.11,79.5,399.6,23.24,1,0,0,1,0,19.8,low
225.0,12.81,0.4728,1.02,20.0,355.0,1.03,0,1,1,1,0,54.9,high
298.3,17.61,0.1353,1.48,125.6,375.5,14.39,1,1,0,0,1,66.1,high
280.6,14.25,0.417,1.37,176.0,273.7,22.07,1,1,1,1,1,82.2,critical
224.0,10.71,0.41,1.22,78.4,247.9,44.7,1,1,1,1,1,49.6,medium
262.0,6.93,0.0896,2.63,188.2,353.6,32.89,1,1,0,0,0,65.6,high
121.4,17.85,0.2423,5.9,79.9,361.5,18.44,0,0,0,1,0,39.0,medium
209.4,9.03,0.0297,2.14,129.8,310.0,24.79,1,1,1,0,1,42.3,medium
74.5,17.25,0.1837,2.09,150.0,379.2,40.96,0,1,0,0,0,49.7,medium
229.7,15.88,0.3682,4.89,82.2,393.5,15.33,1,1,1,1,0,56.0,high
292.8,16.51,0.1262,1.13,83.4,294.2,30.94,1,1,1,1,1,63.1,high
266.6,19.81,0.0674,2.84,104.6,244.5,13.48,1,1,0,1,1,66.4,high
188.3,15.23,0.2585,2.42,170.3,303.4,24.26,1,1,1,0,0,59.8,high
249.3,1.65,0.2731,6.01,38.2,397.9,1.72,0,0,0,0,0,37.9,medium
286.5,4.9,0.3412,3.84,133.7,258.6,42.69,0,0,0,1,1,60.0,high
111.8,1.67,0.382,4.7,141.9,323.5,2.89,0,0,0,1,1,42.4,medium
250.4,4.61,0.3509,1.34,120.4,338.8,11.61,1,0,1,1,0,52.6,high
124.8,2.17,0.4243,6.54,188.5,242.8,17.01,0,0,0,1,0,46.3,medium
270.5,10.53,0.1192,2.6,128.4,317.7,31.45,1,1,0,0,1,62.4,high
83.6,1.54,0.2892,5.09,134.2,262.9,36.14,1,0,0,0,0,25.5,low
102.8,9.98,0.1864,6.71,128.0,370.8,4.48,0,0,1,0,0,27.5,low
232.9,18.08,0.4814,3.81,150.0,343.0,2.65,1,1,1,1,0,64.7,high
101.9,15.22,0.2257,3.8,44.4,365.3,40.05,0,1,0,1,0,37.8,medium
97.9,18.94,0.4803,1.26,181.0,239.9,35.75,0,1,0,1,0,69.1,high
193.3,5.31,0.3868,3.04,27.6,206.9,41.66,1,0,1,1,1,30.4,medium
260.4,11.09,0.362,6.04,135.3,370.1,33.99,1,1,1,1,0,61.7,high
124.4,7.05,0.2509,1.38,130.8,277.4,37.68,0,0,0,1,0,42.2,medium
261.9,10.38,0.2273,6.46,57.5,235.9,19.26,1,1,1,0,1,56.3,high
253.9,11.58,0.268,4.84,27.3,218.4,29.71,1,1,1,0,1,45.2,medium
199.0,1.69,0.1539,3.24,45.0,303.3,40.37,0,0,0,0,0,46.3,medium
215.2,5.43,0.4532,4.05,68.9,230.0,9.02,1,0,1,1,1,50.8,high
69.7,14.39,0.3992,1.48,178.8,313.3,21.43,0,1,0,0,0,48.0,medium
148.1,15.69,0.4027,1.91,174.0,345.5,37.15,0,1,0,1,1,62.6,high
123.2,11.82,0.2222,2.36,31.5,307.0,26.87,0,1,0,0,0,45.7,medium
96.0,6.15,0.0448,3.0,72.1,380.7,34.24,0,0,0,0,0,19.7,low
153.5,8.7,0.3447,6.45,180.1,231.1,15.0,0,0,1,1,1,50.0,medium
145.2,2.82,0.1935,2.89,62.6,298.8,2.1,0,0,0,0,0,31.4,medium
234.9,19.11,0.4365,3.9,199.3,232.6,1.94,1,0,1,1,1,82.2,critical
203.5,17.5,0.3924,1.55,66.2,375.2,47.17,0,1,1,1,0,61.2,high
279.1,2.25,0.0812,5.28,153.0,386.4,47.25,1,0,0,0,0,55.5,high
94.9,4.16,0.3048,4.14,95.1,280.0,10.96,0,0,1,1,0,38.7,medium
74.3,12.04,0.3492,3.36,44.5,261.1,7.8,0,0,0,1,0,32.2,medium
188.3,5.42,0.2884,6.66,65.9,255.9,1.4,1,0,1,0,0,38.0,medium
60.2,18.75,0.2619,6.29,141.5,371.9,11.95,0,1,0,0,0,45.9,medium
249.1,15.36,0.1217,4.79,80.7,336.5,17.05,1,1,0,1,0,60.9,high
181.4,6.19,0.1256,6.49,128.7,376.1,12.44,1,0,0,0,0,45.2,medium
177.1,1.12,0.3863,4.17,57.0,223.5,39.97,1,0,1,1,0,45.5,medium
147.0,16.19,0.0192,5.88,100.7,295.2,37.6,0,1,0,0,0,52.1,high
150.0,9.06,0.3917,3.16,112.2,335.2,4.51,0,0,0,1,0,44.7,medium
163.5,13.21,0.2681,1.06,94.3,379.4,35.02,0,1,1,1,0,47.4,medium
63.8,6.45,0.4687,6.96,55.6,276.4,26.27,0,0,0,1,1,26.7,low
80.1,3.71,0.4987,1.58,103.1,262.6,7.04,1,0,0,1,0,41.2,medium
181.2,13.83,0.3351,2.13,144.7,382.6,37.11,1,1,0,1,0,54.1,high
96.0,9.56,0.212,1.56,193.7,209.5,4.76,0,1,1,1,0,58.4,high
246.9,5.47,0.2428,2.69,162.1,295.9,9.27,1,0,1,0,1,59.5,high
125.9,3.61,0.1101,2.38,49.1,291.7,7.89,0,0,0,0,0,38.0,medium
83.5,12.03,0.0586,4.41,69.1,229.2,46.98,0,1,0,0,0,40.0,medium
116.5,14.79,0.2936,6.98,34.2,279.0,35.06,1,1,0,0,0,46.0,medium
145.7,6.39,0.4047,0.84,44.4,344.5,20.86,0,0,0,1,0,36.3,medium
68.5,14.97,0.1383,5.56,65.1,273.4,41.2,0,1,0,0,0,37.7,medium
94.0,4.48,0.2156,1.33,55.9,261.9,11.19,0,0,0,1,0,28.8,low
137.7,7.43,0.2818,0.63,58.5,356.4,46.59,0,1,0,0,0,41.2,medium
134.5,15.15,0.4549,4.65,61.5,397.7,35.0,0,1,0,1,0,41.0,medium
252.1,13.54,0.0779,6.18,74.1,355.9,28.2,1,1,0,0,0,53.1,high
262.4,6.14,0.1261,1.65,42.6,369.3,39.84,1,1,0,1,0,33.5,medium
106.4,3.32,0.4601,2.72,70.0,387.9,32.42,0,0,0,1,0,33.3,medium
89.7,1.81,0.0294,1.6,143.9,360.4,44.41,0,0,0,1,0,25.4,low
212.2,16.92,0.3315,6.39,62.6,396.1,41.54,0,1,1,1,0,57.9,high
253.1,2.43,0.3234,2.26,50.9,349.5,10.29,1,1,1,1,0,38.1,medium
291.3,3.18,0.1978,3.39,32.2,332.3,12.36,1,0,0,0,1,41.5,medium
61.6,5.52,0.2394,6.32,110.0,338.7,3.72,0,0,0,0,0,34.3,medium
159.3,9.47,0.4289,4.09,171.6,380.0,11.4,0,0,1,1,0,54.9,high
236.2,16.01,0.0908,6.56,30.6,336.6,17.5,1,1,0,0,0,58.6,high
258.9,5.7,0.1235,6.52,117.6,352.2,1.93,1,0,0,0,0,46.6,medium
74.9,11.33,0.2611,3.5,137.1,243.2,16.09,0,1,0,0,0,43.6,medium
223.3,2.72,0.2108,4.29,126.6,382.5,38.69,1,0,1,0,0,49.4,medium
129.3,9.83,0.2914,2.0,178.0,289.4,42.1,0,0,0,1,0,51.2,high
77.9,4.38,0.4612,6.94,176.0,232.2,0.94,0,0,1,1,0,44.3,medium
177.4,5.01,0.4594,2.31,30.3,360.0,0.85,0,0,1,1,0,39.6,medium
98.0,7.97,0.1227,5.59,85.0,271.3,7.74,0,0,0,1,1,34.7,medium
236.9,15.47,0.1581,2.53,140.7,236.8,43.69,1,1,0,0,1,64.8,high
237.9,15.14,0.0894,2.53,191.4,251.3,23.73,1,1,0,1,1,65.8,high
262.1,8.88,0.4646,1.18,164.8,207.0,49.15,1,0,1,1,0,77.1,critical
150.6,3.25,0.205,4.14,51.8,218.1,44.42,0,0,1,0,0,34.5,medium
63.2,6.33,0.2304,2.09,70.3,318.5,44.56,0,0,0,0,0,26.1,low
122.3,10.6,0.4033,1.46,157.4,373.2,6.86,0,1,0,1,0,48.8,medium
172.3,17.52,0.2614,1.97,104.9,289.7,24.02,0,1,1,1,0,60.8,high
226.6,19.4,0.0687,2.13,118.5,325.2,49.68,1,0,0,0,0,70.2,high
151.7,13.11,0.2245,3.78,129.6,361.9,7.88,0,1,1,0,0,49.6,medium
188.7,7.66,0.319,3.01,38.6,271.4,28.92,1,0,1,1,0,39.2,medium
185.8,14.18,0.3624,0.99,174.1,330.9,17.54,0,1,1,1,0,73.1,high
99.6,7.39,0.3262,3.98,175.4,270.1,19.7,0,0,0,1,0,48.8,medium
209.5,12.88,0.0684,5.62,104.3,328.5,44.59,1,1,0,0,0,51.0,high
165.4,5.63,0.1591,4.23,132.8,243.5,29.6,0,0,0,0,0,46.3,medium
253.9,6.07,0.3694,6.83,138.8,395.6,38.06,1,1,1,1,0,48.2,medium
225.7,2.43,0.4413,1.14,54.2,215.2,33.83,1,0,1,1,1,46.6,medium
86.8,8.98,0.0331,5.84,40.3,301.0,26.69,0,0,0,0,0,32.1,medium
177.3,12.75,0.0307,3.79,23.7,257.3,39.69,1,0,0,0,1,48.1,medium
228.6,15.99,0.3253,3.89,184.3,320.2,48.55,1,0,1,1,0,69.0,high
80.9,16.4,0.2785,3.87,82.2,285.7,48.36,0,1,0,0,0,47.6,medium
250.2,19.86,0.0861,2.61,35.4,261.3,39.58,1,0,0,0,1,66.5,high
113.3,2.67,0.2787,2.61,103.8,250.0,24.62,0,0,0,0,0,36.4,medium
180.7,10.37,0.4875,4.61,33.6,236.5,8.58,1,1,0,1,0,53.9,high
285.7,10.91,0.3191,0.79,35.3,356.6,2.7,1,1,1,0,1,55.9,high
197.1,16.29,0.2301,4.33,108.0,244.4,11.96,1,1,1,0,1,58.0,high
161.8,6.06,0.4155,5.21,111.6,354.7,17.34,0,0,1,1,0,40.3,medium
61.6,2.32,0.1143,2.82,124.4,297.0,6.93,0,0,0,1,0,32.9,medium
92.0,6.96,0.213,1.91,138.1,214.4,11.63,0,0,0,1,0,29.6,low
198.9,19.69,0.2686,1.89,140.3,233.1,4.64,1,1,0,1,1,66.8,high
178.5,18.09,0.2572,1.03,97.9,378.6,26.42,0,1,1,1,0,49.2,medium
147.3,8.51,0.4613,1.08,135.8,320.6,6.75,0,0,0,1,0,56.5,high
281.6,17.65,0.1534,1.58,74.9,236.9,37.27,1,1,0,1,1,73.7,high
139.8,1.62,0.0377,0.62,99.4,340.8,16.97,0,0,0,1,0,25.3,low
188.9,6.97,0.459,2.23,90.8,364.7,33.77,1,0,1,0,0,61.0,high
196.5,14.81,0.1164,2.49,79.2,266.1,44.18,0,1,1,0,0,60.3,high
186.6,5.21,0.1957,6.97,62.9,311.3,4.76,1,0,0,0,0,39.7,medium
174.6,4.77,0.2701,6.95,34.1,258.7,49.46,0,0,1,0,0,45.0,medium
140.9,17.37,0.4882,1.72,111.1,216.0,32.44,1,1,0,1,0,60.4,high
278.1,12.7,0.2723,1.88,116.7,279.9,3.14,1,1,1,1,1,63.9,high
168.2,19.79,0.2294,3.7,80.5,350.3,16.04,0,1,1,0,0,58.4,high
186.8,3.56,0.296,1.47,195.7,291.7,44.37,1,0,1,1,0,49.2,medium
217.6,7.77,0.4857,3.78,120.3,281.1,30.01,1,1,1,1,0,51.2,high
76.2,6.91,0.4108,3.1,180.0,273.2,14.72,0,0,0,1,0,42.5,medium
247.5,17.72,0.0928,2.61,122.6,291.8,47.05,1,1,0,0,0,64.1,high
183.0,5.85,0.4036,5.85,54.2,263.6,39.47,0,0,1,1,0,46.6,medium
217.7,7.72,0.4221,5.88,195.4,322.4,36.91,1,1,0,0,0,60.6,high
245.3,3.71,0.3484,6.92,179.4,212.7,44.48,1,0,1,1,1,52.9,high
269.8,15.73,0.332,1.95,104.8,361.5,38.6,1,1,0,1,0,67.6,high
154.1,5.52,0.226,6.27,63.8,234.6,14.69,0,0,1,0,0,45.8,medium
254.7,2.3,0.3244,4.0,60.1,326.7,29.4,1,0,1,1,0,40.3,medium
122.1,9.27,0.3714,4.34,165.1,290.0,42.19,0,0,0,1,0,60.2,high
218.5,8.44,0.0702,6.33,32.4,354.7,9.45,0,1,0,0,0,43.1,medium
84.6,4.37,0.1361,6.63,134.9,365.2,8.57,0,0,0,0,0,26.2,low
64.8,3.54,0.1051,5.22,135.2,240.8,8.37,1,0,0,0,0,29.3,low
83.0,18.03,0.4222,2.76,52.8,335.4,10.12,0,1,0,1,0,45.4,medium
136.7,2.29,0.3432,3.68,146.9,238.0,5.61,0,0,0,1,0,43.2,medium
67.5,2.89,0.2309,4.5,147.0,224.8,41.96,0,0,0,0,0,24.0,low
211.3,5.66,0.4148,5.89,83.0,386.1,41.01,1,0,1,1,0,41.6,medium
136.0,19.1,0.3612,4.78,107.0,232.9,7.99,0,1,0,1,0,58.9,high
236.7,2.62,0.4577,2.88,169.9,245.6,35.42,1,0,0,1,1,68.3,high
71.0,16.5,0.0476,3.22,114.2,226.1,31.54,0,1,0,0,0,47.8,medium
112.0,17.95,0.2595,0.83,131.3,294.1,14.17,0,1,0,1,0,51.9,high
157.9,8.18,0.3563,6.51,94.3,383.9,11.75,0,0,1,1,0,41.0,medium
151.8,6.58,0.1117,1.07,46.9,252.8,12.9,0,0,0,1,1,38.0,medium
91.4,13.87,0.1703,4.27,199.7,308.4,36.67,0,1,0,0,0,51.4,high
298.6,14.35,0.2153,6.17,115.7,282.3,16.31,1,1,0,0,1,65.2,high
128.3,15.82,0.3992,3.24,80.6,267.2,14.26,0,1,0,1,0,50.9,high
233.0,16.78,0.2519,5.7,148.5,314.4,1.61,1,1,1,0,0,69.8,high
112.8,6.1,0.2515,5.72,131.7,311.8,45.46,0,0,0,0,0,33.5,medium
270.7,14.05,0.2211,0.89,61.9,271.9,37.76,1,1,0,1,1,54.6,high
153.1,3.56,0.122,3.18,177.8,370.1,23.9,1,0,0,0,0,36.5,medium
276.2,10.7,0.4623,4.99,32.8,210.6,47.17,1,1,1,0,1,55.1,high
142.0,12.64,0.1657,3.25,129.0,217.0,15.03,1,1,0,0,0,49.0,medium
62.1,4.07,0.2881,4.04,106.0,398.2,33.9,0,0,0,0,0,32.2,medium
184.1,2.45,0.0829,4.36,77.3,349.5,15.6,0,0,0,0,0,37.9,medium
185.9,4.7,0.2228,1.48,168.7,360.8,16.07,0,0,1,1,0,48.6,medium
88.8,8.99,0.4529,3.18,138.1,320.5,42.31,0,0,0,1,0,47.0,medium
116.4,17.87,0.4978,0.69,156.7,284.0,39.46,0,1,0,1,0,60.6,high
248.0,11.11,0.1873,1.47,94.6,325.8,15.06,0,0,1,1,0,44.3,medium
68.8,15.22,0.0855,3.83,189.6,218.5,4.53,0,1,0,1,0,54.1,high
177.5,4.31,0.1641,4.23,82.1,351.6,18.2,0,0,1,1,0,37.9,medium
187.3,3.01,0.1703,1.45,115.6,308.1,38.12,1,0,0,1,0,37.5,medium
225.3,5.55,0.3258,5.41,188.1,391.3,5.48,1,0,0,1,0,49.7,medium
69.0,6.96,0.2531,2.92,35.0,327.5,33.77,0,1,0,0,0,20.5,low
200.6,11.41,0.3865,6.48,39.6,230.3,44.54,1,1,1,1,1,53.2,high
60.7,17.74,0.3536,3.02,199.0,295.5,9.37,0,1,0,1,0,59.5,high
123.6,9.1,0.1331,1.47,194.9,211.6,43.18,0,0,0,1,1,58.9,high
179.9,10.86,0.3943,5.43,158.9,349.1,3.04,0,1,1,1,0,53.2,high
278.7,1.09,0.4253,4.19,107.2,300.4,33.51,1,0,1,1,1,50.7,high
90.4,1.63,0.3032,3.01,111.1,273.9,39.66,0,0,0,1,0,33.1,medium
100.6,2.59,0.4646,2.81,66.3,393.7,22.52,0,0,0,0,0,26.7,low
220.6,14.28,0.3936,1.48,97.9,388.1,10.58,1,1,1,0,0,62.2,high
150.0,10.24,0.3017,2.72,97.6,390.6,46.27,0,1,0,1,1,50.1,high
209.6,4.67,0.454,0.69,26.5,244.2,1.49,1,0,1,1,1,38.8,medium
299.4,12.26,0.3042,3.77,101.6,345.7,27.98,1,1,1,1,1,61.2,high
296.8,11.35,0.2654,6.33,106.4,389.1,18.96,1,1,1,0,0,66.8,high
144.9,2.69,0.1846,5.67,139.8,314.2,23.32,0,0,0,0,0,40.4,medium
180.9,13.17,0.4426,0.69,113.0,242.8,27.06,0,1,1,1,0,61.2,high
277.1,15.58,0.0701,6.23,175.1,363.6,26.97,1,1,0,0,0,69.2,high
82.1,6.44,0.242,3.44,86.2,376.0,10.58,0,0,1,0,0,33.9,medium
168.6,14.06,0.2733,1.74,93.7,340.6,34.15,0,0,1,1,0,53.4,high
150.6,4.79,0.2818,5.39,122.9,258.7,1.45,0,0,1,1,0,45.3,medium
130.8,15.38,0.3294,2.6,56.5,238.1,1.55,0,1,1,1,0,50.7,high
298.6,18.32,0.2578,2.15,90.8,324.9,24.19,1,1,1,0,1,76.6,critical
236.1,9.4,0.1358,1.55,143.5,296.6,27.32,0,1,0,1,1,55.0,high
153.3,5.65,0.4299,3.66,94.1,333.8,14.11,0,0,1,1,0,42.9,medium
259.0,8.58,0.3322,1.11,183.2,222.3,27.81,1,1,1,1,1,76.0,critical
177.5,5.75,0.4305,5.61,130.8,227.2,26.05,1,0,1,1,0,54.7,high
269.5,1.02,0.1453,3.56,47.7,272.6,17.79,1,0,0,1,1,40.3,medium
123.9,13.36,0.3222,3.41,107.7,251.8,32.76,0,1,0,1,0,55.0,high
113.7,1.81,0.3599,0.51,157.7,323.9,47.92,0,0,0,1,0,40.6,medium
119.3,5.0,0.1979,5.82,135.8,273.5,24.79,0,0,0,0,0,36.8,medium
189.2,14.73,0.408,3.7,179.3,336.8,39.41,1,1,1,1,0,67.0,high
129.9,13.65,0.0112,3.36,155.0,353.8,12.76,0,1,0,0,0,43.5,medium
95.3,2.39,0.3015,5.45,31.1,237.4,38.22,0,0,1,1,0,36.9,medium
298.7,13.54,0.3106,0.91,40.3,384.0,32.62,1,1,1,0,0,58.8,high
276.1,18.68,0.2716,2.88,137.0,357.4,32.17,1,1,1,1,0,67.0,high
212.4,2.42,0.3187,4.24,62.9,325.4,44.71,0,1,1,1,0,37.8,medium
274.0,8.9,0.0919,3.49,125.8,381.8,12.05,1,1,0,0,1,57.4,high
284.5,14.86,0.3455,1.68,162.6,253.2,18.74,1,0,1,1,1,70.2,high
222.3,13.69,0.1745,2.45,123.8,284.3,4.61,1,1,0,0,0,73.1,high
184.5,5.3,0.2315,2.45,94.8,217.2,36.44,1,1,1,0,1,38.8,medium
271.7,4.1,0.1732,6.95,136.3,291.2,42.27,1,0,0,0,1,58.1,high
196.3,15.9,0.2422,2.62,45.9,301.3,20.59,0,1,1,0,1,50.2,high
90.4,19.17,0.3146,1.83,150.2,323.2,18.16,0,1,0,1,0,53.1,high
148.0,15.58,0.4208,5.85,145.5,212.8,33.1,0,1,0,1,0,67.0,high
167.0,19.3,0.2469,3.24,112.6,206.5,4.24,1,1,1,0,0,62.0,high
284.5,12.49,0.1684,3.39,70.2,284.0,15.05,1,1,0,0,1,66.8,high
218.2,18.65,0.2491,4.07,163.6,237.8,18.63,1,1,1,0,1,65.5,high
270.1,14.12,0.3475,4.37,111.9,351.8,26.17,1,0,1,1,0,67.4,high
241.8,18.27,0.1799,4.34,30.7,333.7,24.09,1,1,0,1,0,54.8,high
134.4,4.07,0.213,0.72,185.4,265.2,10.83,0,0,0,1,0,47.9,medium
232.5,16.5,0.2858,5.82,158.2,209.2,27.27,1,1,1,0,1,75.1,critical
106.9,4.74,0.1541,1.77,125.3,236.5,46.33,0,0,1,1,1,29.7,low
158.0,1.52,0.1125,2.4,98.6,338.3,1.84,0,0,0,0,1,33.3,medium
253.5,10.83,0.0788,1.63,192.8,398.0,34.18,1,1,0,1,0,65.3,high
206.9,7.05,0.1828,5.49,159.5,265.3,31.42,0,1,0,0,0,56.5,high
258.1,1.83,0.0337,4.29,116.3,360.4,46.26,1,0,0,0,0,40.0,medium
121.1,19.63,0.2959,5.41,137.6,373.4,32.44,0,1,0,0,0,50.2,high
239.9,13.66,0.0962,4.75,70.5,209.6,31.43,1,1,0,0,1,59.7,high
108.6,18.13,0.1949,1.18,55.2,383.2,38.61,0,0,0,0,0,53.0,high
190.9,19.98,0.1419,2.46,69.2,293.2,13.76,0,1,0,0,0,61.1,high
164.0,8.45,0.3189,3.8,72.8,392.8,29.99,0,0,1,1,0,46.7,medium
193.6,5.84,0.4267,2.48,153.2,307.7,26.21,1,1,1,0,0,58.6,high
92.5,4.49,0.3203,1.85,45.2,247.0,22.2,1,0,0,1,0,29.6,low
146.7,10.79,0.2758,6.15,160.0,394.9,4.43,0,1,0,0,0,50.3,high
220.1,12.52,0.3379,5.36,114.2,248.7,14.99,1,1,0,1,1,65.8,high
194.0,9.98,0.0247,2.74,89.2,376.5,14.36,1,0,1,0,0,34.3,medium
191.8,8.36,0.0702,5.47,74.1,234.6,36.35,1,0,0,0,1,47.9,medium
182.6,4.2,0.0565,4.58,112.4,335.0,46.07,1,0,0,1,0,44.6,medium
286.5,9.4,0.0581,0.52,77.2,282.3,11.92,1,1,0,1,1,53.4,high
284.3,2.62,0.1376,2.97,97.3,394.4,4.19,1,0,0,1,0,48.5,medium
146.4,17.44,0.2707,2.39,153.0,237.0,50.0,1,1,0,0,0,60.5,high
144.5,1.89,0.0662,1.92,132.7,281.8,34.71,0,0,0,0,1,36.0,medium
193.2,8.23,0.4682,2.14,154.6,328.0,44.38,1,0,1,0,0,55.8,high
82.9,2.9,0.4286,6.63,148.3,395.5,7.62,0,0,0,1,0,37.8,medium
132.7,15.72,0.4861,3.66,166.7,260.8,40.14,0,1,0,1,0,64.0,high
115.4,6.94,0.0308,6.01,56.3,279.4,40.76,0,0,0,1,0,22.6,low
113.6,3.15,0.4272,1.89,199.1,292.4,8.0,0,0,0,1,1,44.2,medium
213.2,11.1,0.4038,1.63,105.6,250.5,8.49,1,1,1,1,1,69.2,high
