temperature_C,pressure_atm,catalyst_type,catalyst_conc_mol_L,scale_mL,time_min,conversion_pct,yield_pct,rate_constant,activation_energy_J_mol,heat_dissipation_W_m2
80.5,7.0,H2SO4,0.0473,1000000,86.8,46.39,44.75,0.486332,75974.0,709.4
124.4,1.38,Ti(OBu)4,0.0937,1000000,98.2,95.03,83.88,12.693498,75185.0,794.0
212.5,11.97,Ti(OBu)4,0.0806,2000,147.8,99.5,96.99,812.831971,77052.0,863.0
168.7,1.15,Amberlyst-15,0.028,1000000,82.7,94.32,89.81,35.689937,77476.0,913.0
157.4,11.67,H2SO4,0.0218,500000,129.3,94.27,83.74,20.667197,76475.0,884.0
115.8,13.51,Ti(OBu)4,0.0708,5000,83.9,98.71,93.48,7.507773,73825.0,681.8
237.0,7.06,Amberlyst-15,0.0604,2000,81.0,99.5,94.0,1214.289223,72884.0,989.3
135.4,8.5,H2SO4,0.0811,5000,139.2,99.5,89.74,23.232309,73912.0,762.7
76.5,7.68,p-TSA,0.0765,500,39.7,33.58,32.1,0.635565,78907.0,536.4
177.2,6.45,p-TSA,0.0663,5000,67.6,96.49,85.75,178.22243,75563.0,843.6
81.6,13.42,Ti(OBu)4,0.0988,5000,48.1,54.5,50.63,1.151711,79253.0,591.9
125.6,13.52,Amberlyst-15,0.058,500,71.0,99.5,87.66,10.059678,74760.0,671.9
156.4,5.7,p-TSA,0.0202,2000,49.2,97.66,95.41,19.3048,74482.0,770.7
226.1,9.61,Amberlyst-15,0.0845,5000,108.5,98.01,93.62,1157.876048,74852.0,948.6
153.8,13.98,Amberlyst-15,0.0327,50000,145.7,98.98,88.68,23.277154,74816.0,883.9
193.4,14.47,p-TSA,0.08,5000,143.7,96.08,87.83,447.464851,73453.0,852.1
248.6,8.13,Amberlyst-15,0.0961,2000,72.0,99.5,89.16,2914.966179,72702.0,1030.3
85.0,7.34,p-TSA,0.0727,1000000,178.1,91.07,87.12,1.083822,76003.0,671.8
112.2,4.9,Ti(OBu)4,0.0636,500,111.0,98.25,87.04,4.686774,77110.0,639.9
135.0,14.42,H2SO4,0.0514,1000000,77.9,94.68,91.27,14.828212,79890.0,880.5
140.1,3.0,H2SO4,0.0428,2000,152.0,98.01,95.49,14.496274,74133.0,658.2
138.1,9.12,Ti(OBu)4,0.0418,500000,134.1,96.16,91.13,13.450395,74295.0,834.4
232.4,4.96,p-TSA,0.0673,1000000,137.4,94.08,84.79,1606.473106,73458.0,1102.6
195.7,4.91,p-TSA,0.0776,5000,43.3,95.63,87.6,407.137794,77251.0,881.7
175.5,6.67,p-TSA,0.0711,5000,89.6,98.17,91.07,173.536598,76630.0,835.0
118.8,14.98,p-TSA,0.0279,500,156.5,97.96,92.13,4.175153,73246.0,636.0
216.5,1.77,Ti(OBu)4,0.0545,5000,95.7,98.81,93.56,562.603736,73196.0,893.4
241.5,9.1,H2SO4,0.0812,50000,126.2,95.22,89.07,2410.849732,76905.0,1109.6
216.0,2.16,Amberlyst-15,0.0528,50000,109.9,96.27,88.1,461.630713,75766.0,959.9
60.3,3.16,Amberlyst-15,0.0583,1000000,153.2,20.53,19.9,0.091261,76517.0,663.8
180.9,7.15,H2SO4,0.0794,2000,58.4,98.78,87.73,193.899279,73234.0,797.9
69.7,8.15,Ti(OBu)4,0.0695,500,107.8,40.74,37.76,0.291224,71245.0,441.0
108.9,4.62,Amberlyst-15,0.0468,500000,30.9,69.22,66.28,2.49183,73250.0,729.6
71.3,5.43,H2SO4,0.0906,1000000,127.3,54.73,48.5,0.391423,76376.0,634.8
174.7,2.22,Ti(OBu)4,0.0246,2000,134.4,99.0,94.1,41.013903,79222.0,834.6
190.5,5.25,Amberlyst-15,0.0996,500,17.3,95.01,91.39,335.567829,74141.0,792.9
81.8,14.53,p-TSA,0.0207,500,124.9,44.64,42.23,0.285623,79552.0,523.9
132.9,14.23,p-TSA,0.0113,1000000,80.5,93.99,82.84,3.584931,76660.0,800.4
146.7,5.69,Ti(OBu)4,0.0901,2000,31.1,97.62,87.67,43.150307,72214.0,734.6
130.1,8.99,p-TSA,0.032,2000,81.4,99.5,90.96,7.612624,75428.0,668.9
83.0,13.73,Ti(OBu)4,0.0757,5000,43.0,49.17,44.41,0.978535,76728.0,622.2
139.6,1.09,H2SO4,0.083,500000,80.6,94.79,92.54,25.549857,70149.0,843.0
202.7,12.35,H2SO4,0.0873,50000,75.3,95.58,90.34,654.353164,76289.0,924.6
73.5,14.28,Amberlyst-15,0.0992,5000,135.5,69.73,63.43,0.540075,77345.0,594.2
75.2,2.28,Ti(OBu)4,0.0365,500,141.6,36.48,35.49,0.219087,75798.0,523.3
127.4,3.26,Amberlyst-15,0.0739,500000,113.2,94.51,90.17,10.649559,74877.0,804.1
238.9,14.45,Amberlyst-15,0.0204,500000,13.9,97.33,88.42,500.799094,74654.0,1038.4
187.0,8.53,H2SO4,0.0466,2000,168.3,99.19,91.05,153.046632,74537.0,830.5
188.9,1.2,Amberlyst-15,0.0863,500000,126.7,92.68,83.41,225.610799,72648.0,967.0
128.8,4.61,p-TSA,0.0431,1000000,15.8,84.93,82.99,9.963615,73625.0,861.9
172.8,7.3,Amberlyst-15,0.0632,500000,149.2,95.74,89.21,91.930934,74167.0,894.4
61.9,10.7,Ti(OBu)4,0.0553,500,44.0,10.37,10.06,0.128195,75227.0,558.1
180.9,11.26,p-TSA,0.0681,1000000,108.5,92.62,84.72,236.868182,73886.0,968.9
233.5,14.94,H2SO4,0.0976,1000000,89.3,95.72,92.48,2434.707818,73262.0,1038.2
176.4,5.03,Ti(OBu)4,0.015,5000,81.4,99.5,88.1,29.253763,76520.0,800.6
226.0,8.54,p-TSA,0.0617,500000,161.3,98.33,96.19,1082.43862,75741.0,1092.6
197.6,8.47,Ti(OBu)4,0.0877,2000,84.4,99.5,96.63,474.587577,73922.0,896.2
82.9,6.68,p-TSA,0.0533,5000,22.8,23.49,21.52,0.736435,76013.0,592.8
231.5,3.37,Ti(OBu)4,0.0171,2000,170.9,95.9,91.82,288.257019,74094.0,948.2
72.6,14.68,Ti(OBu)4,0.0604,500000,166.5,62.21,59.42,0.333272,75126.0,631.6
161.5,12.95,p-TSA,0.0399,5000,126.4,97.64,94.72,54.383669,76950.0,828.2
87.0,7.98,H2SO4,0.0239,500000,89.5,38.94,35.46,0.378301,73793.0,672.8
62.2,9.45,H2SO4,0.0864,500,25.8,8.4,7.78,0.226947,72655.0,515.9
140.2,4.18,Ti(OBu)4,0.0569,5000,144.4,99.5,96.17,18.27832,74710.0,776.0
116.1,8.61,Ti(OBu)4,0.094,2000,22.8,99.17,94.99,8.319546,72273.0,656.6
152.3,10.73,H2SO4,0.0825,500,21.7,99.5,91.47,69.432522,74445.0,744.8
169.7,8.21,H2SO4,0.0724,50000,101.4,98.5,95.01,118.694267,74439.0,914.5
68.3,14.86,Amberlyst-15,0.0105,2000,37.2,2.42,2.14,0.039232,70073.0,543.9
83.4,9.56,H2SO4,0.0485,500000,11.3,8.54,8.19,0.572331,76061.0,688.1
166.1,6.19,Ti(OBu)4,0.0278,2000,81.9,99.5,89.62,36.667728,74635.0,778.4
125.2,11.81,p-TSA,0.092,50000,33.3,96.06,87.29,20.041553,77364.0,725.7
198.5,3.39,H2SO4,0.0257,2000,37.3,99.5,92.47,137.838267,75431.0,838.4
183.9,6.38,Amberlyst-15,0.0357,500,23.1,99.5,92.03,99.984697,76471.0,808.1
220.7,5.86,Amberlyst-15,0.0565,1000000,44.9,95.97,89.45,615.065816,77380.0,1046.7
191.6,7.05,Amberlyst-15,0.0337,2000,131.6,99.5,92.98,119.765292,74737.0,853.8
141.7,11.94,p-TSA,0.0289,5000,147.5,99.5,90.86,14.976031,74998.0,694.5
187.9,7.78,H2SO4,0.0639,50000,86.9,96.74,86.82,240.053278,71853.0,901.8
112.3,12.12,H2SO4,0.018,2000,96.1,89.41,85.55,1.552537,77479.0,676.8
118.2,9.07,H2SO4,0.0152,50000,15.6,32.66,30.05,1.642774,74709.0,696.9
209.9,5.79,p-TSA,0.0435,1000000,21.8,98.42,91.58,439.762453,72989.0,1025.3
144.8,12.34,p-TSA,0.0749,500,53.8,99.34,93.82,44.5941,76479.0,641.4
211.7,4.34,Ti(OBu)4,0.0599,5000,102.5,99.5,96.61,499.184278,70640.0,875.0
216.3,4.14,Amberlyst-15,0.0481,500000,135.7,94.39,89.74,437.960768,74141.0,1049.8
222.9,8.06,Amberlyst-15,0.0609,2000,112.9,99.5,88.01,725.117498,76817.0,913.1
234.2,4.65,H2SO4,0.0429,500,76.7,98.95,95.37,837.627796,74125.0,975.0
141.9,1.13,p-TSA,0.0943,50000,30.1,95.21,93.21,35.020213,73564.0,802.6
120.6,10.08,p-TSA,0.0149,1000000,142.7,94.35,87.49,2.517649,74168.0,817.4
170.6,8.16,H2SO4,0.0706,50000,71.8,96.2,93.99,125.315237,70980.0,829.2
130.5,7.24,H2SO4,0.0902,1000000,135.1,95.94,89.68,20.239999,76431.0,814.8
174.2,14.54,Ti(OBu)4,0.0823,1000000,97.2,94.97,87.94,170.573455,74754.0,913.5
194.1,9.0,Amberlyst-15,0.0266,500,135.6,99.5,90.86,93.922722,74455.0,788.1
190.8,13.09,Amberlyst-15,0.0366,2000,164.2,98.66,93.31,136.078106,74463.0,862.0
131.2,2.95,Amberlyst-15,0.0745,500000,166.6,94.5,85.33,14.195298,75028.0,838.8
91.7,8.97,Ti(OBu)4,0.0176,2000,101.0,44.18,39.34,0.377268,76307.0,606.3
141.8,13.15,H2SO4,0.0831,5000,97.0,99.5,87.83,39.184463,74896.0,714.6
87.1,9.16,H2SO4,0.0747,2000,55.2,65.88,59.91,1.187319,72277.0,592.7
229.1,11.05,Amberlyst-15,0.0757,1000000,169.1,92.07,84.67,1325.502625,76151.0,1015.4
125.7,6.21,Amberlyst-15,0.019,1000000,87.8,92.54,86.54,2.692349,75997.0,854.0
89.3,2.29,Ti(OBu)4,0.0746,5000,31.7,45.11,41.01,1.216884,75411.0,569.4
64.8,7.41,p-TSA,0.0712,50000,83.6,30.4,29.75,0.236162,77150.0,563.4
182.7,6.52,p-TSA,0.0848,1000000,31.6,96.59,87.82,268.19367,75061.0,960.2
181.0,13.14,Amberlyst-15,0.0137,5000,95.4,97.12,89.75,33.122684,77223.0,843.6
124.7,4.42,Ti(OBu)4,0.0121,1000000,105.4,94.49,84.12,1.68221,77814.0,809.6
73.6,14.53,Amberlyst-15,0.0436,500000,67.4,22.6,20.48,0.248818,76165.0,635.7
137.8,14.41,p-TSA,0.0234,1000000,22.2,94.7,83.79,9.786586,73504.0,878.6
119.1,4.47,Amberlyst-15,0.0603,500,170.4,98.27,91.97,5.450964,74738.0,582.2
188.7,5.87,p-TSA,0.0926,5000,141.5,94.9,90.64,404.586647,77478.0,812.1
175.1,13.54,p-TSA,0.0452,2000,152.6,96.98,87.24,122.226718,72005.0,799.6
129.3,14.53,p-TSA,0.086,5000,72.4,93.62,85.83,24.618962,74216.0,670.2
101.4,7.21,H2SO4,0.01,50000,139.3,61.65,54.36,0.407897,74314.0,725.1
247.7,5.49,H2SO4,0.0252,1000000,92.5,95.37,91.93,809.085244,73270.0,1084.0
146.3,8.37,Amberlyst-15,0.0127,5000,44.2,95.7,91.68,5.784851,76746.0,797.3
190.8,10.63,p-TSA,0.0395,500000,31.2,96.18,85.25,199.184734,75754.0,992.9
86.7,4.83,H2SO4,0.0917,5000,68.7,76.66,70.26,1.244965,73578.0,638.8
152.3,11.31,Amberlyst-15,0.0187,500000,33.4,96.31,93.96,11.388486,76211.0,922.2
65.2,1.72,Amberlyst-15,0.0646,1000000,179.7,36.23,33.3,0.144981,74683.0,665.5
156.0,1.69,Amberlyst-15,0.0506,2000,18.4,98.66,92.01,36.486003,73220.0,724.8
243.2,6.41,Amberlyst-15,0.0945,1000000,85.0,93.73,85.81,2291.290122,73574.0,1104.8
133.0,5.95,Amberlyst-15,0.021,50000,86.9,98.1,92.18,4.796567,75872.0,750.4
67.4,5.42,Ti(OBu)4,0.0291,500,61.1,10.52,10.28,0.093735,76878.0,482.2
65.9,7.87,p-TSA,0.0127,2000,107.1,8.11,7.94,0.048957,74026.0,534.3
133.7,5.49,Amberlyst-15,0.0491,2000,35.5,99.5,95.27,11.362636,76089.0,690.0
90.4,3.69,Ti(OBu)4,0.035,500,143.3,75.35,69.36,0.626318,78164.0,538.4
64.4,5.33,p-TSA,0.0883,5000,66.5,24.85,23.1,0.284341,72482.0,538.7
203.7,14.65,H2SO4,0.0644,1000000,110.5,95.68,87.61,541.367664,75711.0,1025.7
147.1,6.76,Amberlyst-15,0.0653,5000,131.7,97.49,95.4,30.572126,76661.0,781.4
115.0,7.23,Ti(OBu)4,0.0579,5000,161.1,99.24,94.36,5.495658,74810.0,624.3
231.0,9.07,H2SO4,0.0183,1000000,152.1,93.8,86.75,336.23752,77477.0,1068.4
82.1,14.77,Ti(OBu)4,0.0501,50000,113.4,63.74,56.17,0.585949,79398.0,635.9
241.6,4.38,p-TSA,0.1,2000,76.0,99.5,92.74,3108.204712,75687.0,933.6
119.7,10.54,p-TSA,0.0852,500000,95.5,94.89,92.84,12.006942,74533.0,780.5
228.8,11.02,H2SO4,0.0904,500,140.7,98.8,92.11,1778.557241,76954.0,911.4
174.6,9.5,Ti(OBu)4,0.0841,2000,159.2,99.5,89.38,156.233625,76684.0,817.0
217.1,2.24,Amberlyst-15,0.0193,5000,27.6,96.92,85.51,168.752167,69962.0,929.9
247.0,10.48,Amberlyst-15,0.0305,500,75.4,98.96,90.6,827.352511,74995.0,925.9
114.8,1.9,H2SO4,0.0103,500000,141.9,83.59,81.23,0.916545,74211.0,832.3
242.6,9.35,H2SO4,0.0373,2000,83.4,99.5,97.48,1109.918878,75793.0,996.5
134.0,11.35,H2SO4,0.0198,2000,66.5,99.5,96.97,6.417196,74613.0,716.6
133.2,3.95,Ti(OBu)4,0.0526,50000,79.9,95.88,91.37,12.831609,74830.0,798.2
124.7,12.78,Amberlyst-15,0.0709,2000,112.5,99.5,93.11,10.98701,73274.0,684.1
162.9,1.42,Amberlyst-15,0.0887,2000,180.0,98.4,92.4,77.87027,76469.0,810.8
89.3,12.81,Amberlyst-15,0.0774,500000,93.8,81.73,76.33,1.21521,78310.0,709.9
165.2,7.44,H2SO4,0.0945,500000,45.4,97.3,92.51,128.656759,73305.0,898.0
162.9,4.05,Amberlyst-15,0.0149,500,37.7,99.16,91.42,14.102362,72206.0,761.3
204.8,2.87,p-TSA,0.0111,5000,17.2,98.92,93.67,79.873936,75040.0,944.1
218.4,14.35,H2SO4,0.0695,500000,105.0,95.73,85.41,885.383388,74943.0,1076.3
143.7,2.02,Amberlyst-15,0.036,500,102.6,98.39,89.2,12.113382,77342.0,711.9
117.4,3.79,Ti(OBu)4,0.0328,2000,44.9,91.0,87.69,3.412907,72542.0,674.2
109.3,5.87,H2SO4,0.0398,500,128.2,99.5,96.55,2.81157,73924.0,629.0
97.0,9.68,p-TSA,0.0343,500,136.0,90.78,84.78,1.236695,70705.0,607.0
71.0,8.63,p-TSA,0.056,500,54.0,24.85,21.95,0.313399,77750.0,551.3
125.1,2.76,Ti(OBu)4,0.0496,1000000,68.5,93.86,91.3,7.096343,75501.0,805.6
111.3,5.06,Ti(OBu)4,0.0561,500,178.4,99.5,94.55,3.619325,74073.0,652.9
243.6,4.34,H2SO4,0.0705,500000,73.6,93.33,86.0,2149.292197,72355.0,1104.3
166.0,3.99,H2SO4,0.0448,1000000,139.3,94.51,88.83,63.388034,72539.0,934.4
126.0,6.76,p-TSA,0.0326,5000,87.0,99.04,91.41,6.218891,75829.0,741.4
170.3,10.86,Ti(OBu)4,0.025,500,144.9,99.5,92.19,42.030495,72785.0,783.1
86.4,4.04,H2SO4,0.0415,50000,140.7,72.72,70.44,0.558031,75208.0,678.5
144.4,6.13,p-TSA,0.0768,2000,123.5,96.82,86.76,40.131128,79086.0,714.3
179.0,6.47,Ti(OBu)4,0.0781,2000,155.3,99.5,88.59,191.996843,74305.0,857.5
152.9,14.67,p-TSA,0.07,1000000,169.7,95.84,84.36,62.015882,73077.0,903.1
136.3,14.37,Amberlyst-15,0.0311,2000,108.6,99.5,90.68,9.417602,75764.0,709.7
248.8,12.2,Ti(OBu)4,0.0629,2000,50.4,99.5,89.03,2406.653921,72548.0,1020.2
227.3,4.38,H2SO4,0.0614,1000000,77.8,95.03,85.72,982.279194,78440.0,1145.8
178.4,1.95,H2SO4,0.0536,2000,138.9,97.17,85.62,122.841777,77807.0,776.1
168.2,5.44,Amberlyst-15,0.0595,500,120.7,99.15,89.51,74.964811,74672.0,731.3
177.9,4.74,Ti(OBu)4,0.0543,5000,40.2,99.5,90.87,123.547909,73205.0,910.3
98.2,8.08,p-TSA,0.0609,1000000,18.7,50.73,44.81,2.125,74148.0,758.4
135.1,11.89,H2SO4,0.0744,50000,126.1,96.07,90.38,22.885564,74409.0,778.4
67.5,13.02,Amberlyst-15,0.0199,1000000,52.7,1.22,1.14,0.066926,75767.0,665.3
150.4,12.83,Amberlyst-15,0.0775,500000,94.9,95.18,84.68,40.239277,77079.0,897.1
163.2,6.04,Ti(OBu)4,0.0222,50000,136.9,96.57,90.73,23.49367,72927.0,921.2
103.3,10.62,Ti(OBu)4,0.016,500000,105.7,68.27,66.89,0.691101,77022.0,723.2
243.2,5.38,H2SO4,0.0978,1000000,24.2,95.84,93.39,2932.016139,76235.0,1105.0
232.8,1.85,Amberlyst-15,0.0961,500000,41.5,96.81,85.22,1475.911164,73984.0,1056.4
197.2,10.82,p-TSA,0.0154,50000,47.3,98.49,94.5,97.049185,72827.0,950.0
161.3,1.14,Amberlyst-15,0.0499,500,53.8,99.5,91.08,43.433816,75232.0,775.0
225.3,6.73,p-TSA,0.0268,1000000,106.1,92.35,81.85,443.074574,72881.0,1111.9
84.8,5.61,p-TSA,0.0537,1000000,95.7,67.17,61.09,0.699889,77047.0,735.1
210.2,10.71,H2SO4,0.0847,2000,44.5,99.5,90.76,792.266369,72752.0,966.1
83.7,11.73,Amberlyst-15,0.0956,1000000,21.5,30.45,28.39,0.978062,76095.0,692.0
210.9,5.26,p-TSA,0.0671,1000000,39.1,95.6,90.45,638.732236,74839.0,1002.2
112.4,12.36,Ti(OBu)4,0.0419,500,177.3,99.5,95.01,3.516632,73879.0,660.0
226.6,5.11,p-TSA,0.0643,2000,89.7,99.5,90.01,1233.56251,74794.0,935.4
239.4,7.25,Ti(OBu)4,0.0381,5000,157.4,94.93,86.59,977.048192,77160.0,942.1
88.3,11.18,Ti(OBu)4,0.0919,500000,154.3,93.34,85.02,1.63008,72615.0,696.1
147.9,10.7,Amberlyst-15,0.0883,50000,97.0,96.94,88.83,48.020312,74176.0,812.4
246.4,14.82,Ti(OBu)4,0.0602,5000,130.1,99.5,97.51,1908.463426,73497.0,981.5
151.8,4.15,p-TSA,0.0392,2000,42.8,99.17,94.98,30.226588,74923.0,714.2
224.1,10.27,Ti(OBu)4,0.0364,500,127.0,97.53,95.34,535.987981,73631.0,888.9
171.9,9.54,Amberlyst-15,0.013,50000,56.3,97.65,92.7,19.913647,71464.0,832.7
131.3,13.81,H2SO4,0.0834,500000,151.5,94.29,86.81,22.539207,72890.0,832.3
114.3,3.19,p-TSA,0.0505,1000000,24.2,79.44,73.0,4.367271,78276.0,727.4
98.6,11.53,p-TSA,0.0393,1000000,141.4,91.65,85.13,1.467811,75493.0,749.2
204.7,8.96,Amberlyst-15,0.0524,5000,27.0,99.31,91.54,343.466552,75425.0,912.4
133.4,4.85,Amberlyst-15,0.0837,500000,159.8,97.39,93.77,18.499937,74435.0,815.8
157.1,7.64,Amberlyst-15,0.0212,2000,61.7,99.5,92.19,16.442365,74897.0,790.7
153.5,5.67,Amberlyst-15,0.0872,500000,121.2,96.45,87.73,51.922322,74140.0,827.7
169.7,9.11,p-TSA,0.0908,500,92.9,99.5,95.27,182.066533,76054.0,738.1
224.5,13.45,H2SO4,0.0952,5000,72.3,98.65,95.24,1673.004869,75202.0,936.2
246.3,8.97,Ti(OBu)4,0.0458,5000,119.7,99.5,91.74,1480.298329,72657.0,1022.2
137.4,9.84,Ti(OBu)4,0.0295,500,171.1,96.37,91.24,9.081709,75507.0,685.1
217.2,8.26,H2SO4,0.0436,500000,17.0,95.67,84.75,510.074133,70083.0,1092.3
205.3,1.72,H2SO4,0.04,500,166.2,98.43,91.83,278.643893,75828.0,823.9
169.0,4.26,H2SO4,0.0259,50000,113.5,98.74,87.34,41.18041,72181.0,815.5
241.6,7.89,Amberlyst-15,0.0647,500,147.2,99.5,87.85,1535.507302,74808.0,992.7
98.1,5.34,p-TSA,0.0529,500000,75.3,86.56,81.48,1.860578,72611.0,687.2
80.8,3.54,p-TSA,0.0879,500,90.2,72.73,66.21,0.914331,75006.0,557.3
222.3,8.06,p-TSA,0.0129,2000,157.7,99.5,94.95,215.563508,76157.0,891.3
143.4,5.52,Amberlyst-15,0.0679,1000000,80.5,95.99,93.07,24.542915,78006.0,796.5
220.9,4.61,p-TSA,0.0787,500,100.9,99.5,88.95,994.18639,71917.0,876.0
229.7,7.5,Amberlyst-15,0.0784,1000000,13.4,93.83,89.37,1312.301353,76951.0,1101.2
71.9,2.87,p-TSA,0.0897,500,37.0,24.51,22.83,0.524849,75262.0,478.0
227.9,13.99,H2SO4,0.0756,500000,119.1,95.84,85.41,1420.73336,74099.0,1071.9
145.2,13.15,Ti(OBu)4,0.0935,50000,131.9,95.96,90.7,45.809913,76520.0,820.8
157.0,10.91,Ti(OBu)4,0.0399,50000,109.0,97.65,91.89,35.777257,74528.0,789.3
179.1,2.49,Amberlyst-15,0.0553,1000000,34.4,91.81,85.52,106.014432,76435.0,940.8
236.0,11.86,p-TSA,0.0113,500000,85.7,94.77,92.18,340.087355,73015.0,1122.3
63.6,12.31,Ti(OBu)4,0.0106,500000,70.4,5.92,5.52,0.029378,73734.0,663.5
150.6,11.75,H2SO4,0.0316,500000,94.3,96.16,94.14,21.307981,76887.0,853.6
190.7,2.6,H2SO4,0.0191,2000,158.0,99.35,92.48,66.994877,77971.0,854.2
197.3,10.01,H2SO4,0.0334,5000,141.9,99.5,88.71,196.92185,74930.0,857.7
191.6,12.68,Amberlyst-15,0.0259,500,24.3,96.5,89.46,105.719799,69425.0,847.3
85.5,9.08,Amberlyst-15,0.0126,500000,161.4,30.64,27.52,0.158965,74602.0,732.2
116.9,10.05,p-TSA,0.0918,500000,90.2,94.9,89.18,10.892512,75065.0,780.8
128.2,7.42,H2SO4,0.0107,500000,136.5,96.04,91.17,2.326992,74534.0,812.3
212.8,8.4,p-TSA,0.0762,50000,33.8,98.31,91.12,811.811874,75673.0,937.1
113.0,1.48,p-TSA,0.0237,500000,124.0,92.68,82.46,2.072846,74046.0,726.8
100.0,9.95,H2SO4,0.0921,500,50.2,96.17,89.14,3.171918,76678.0,573.7
241.9,2.14,p-TSA,0.0904,500000,84.5,94.9,84.28,2576.485015,72667.0,1087.1
61.7,7.09,Ti(OBu)4,0.0689,500,12.9,4.96,4.7,0.160444,77474.0,521.0
249.6,5.1,Amberlyst-15,0.0705,2000,35.8,97.55,93.55,2201.81222,78100.0,1016.7
188.6,8.64,p-TSA,0.0105,5000,25.7,98.32,95.98,45.043237,73174.0,862.0
217.4,2.87,H2SO4,0.0986,50000,50.8,96.26,86.15,1048.52653,73173.0,1014.2
116.0,10.68,Amberlyst-15,0.089,500,27.0,98.66,92.08,7.890501,75821.0,596.6
62.7,12.13,Amberlyst-15,0.0906,1000000,127.6,33.08,30.99,0.212449,72626.0,689.1
200.2,3.29,p-TSA,0.0693,2000,14.9,99.03,96.28,477.460034,74015.0,841.8
218.5,2.46,Ti(OBu)4,0.041,5000,115.0,99.26,93.58,429.454032,77205.0,968.4
200.7,3.04,p-TSA,0.0904,5000,33.9,99.32,88.84,547.100229,76475.0,886.3
87.1,13.28,Ti(OBu)4,0.0362,5000,170.7,81.05,74.86,0.587161,78960.0,542.9
203.2,8.39,Amberlyst-15,0.0606,500,168.6,99.5,94.07,350.12506,75342.0,864.7
206.1,7.54,p-TSA,0.019,2000,48.3,98.47,93.55,156.999006,73778.0,904.6
185.1,2.49,H2SO4,0.093,500000,114.5,94.98,91.78,279.898258,75102.0,934.1
205.6,10.09,p-TSA,0.0227,1000000,14.8,95.09,85.39,202.96762,74699.0,1002.8
220.7,13.15,Ti(OBu)4,0.0302,2000,168.4,99.47,97.0,430.21467,74727.0,912.1
176.6,12.59,Ti(OBu)4,0.0602,2000,98.9,98.88,87.6,133.053424,74952.0,748.8
76.8,9.76,p-TSA,0.0788,2000,17.3,18.01,17.62,0.709484,73136.0,486.2
152.6,2.05,Ti(OBu)4,0.0657,500,68.2,97.72,94.38,38.243259,75564.0,755.6
74.8,2.57,Amberlyst-15,0.0309,1000000,23.1,6.37,6.03,0.145113,72183.0,662.2
137.4,1.69,p-TSA,0.0101,500,76.8,99.05,94.45,3.40103,73566.0,734.2
137.4,4.6,Ti(OBu)4,0.0781,1000000,123.9,96.55,85.67,25.195603,74762.0,884.5
72.5,2.9,p-TSA,0.0987,1000000,89.9,53.82,47.59,0.579474,70481.0,728.4
126.3,4.64,p-TSA,0.0829,500,75.2,97.39,86.7,17.065301,76538.0,631.1
81.1,6.39,H2SO4,0.0514,1000000,30.3,20.85,18.53,0.541396,70894.0,654.5
213.6,14.2,p-TSA,0.0913,2000,51.6,98.8,92.35,1420.725065,76339.0,866.4
240.1,9.55,H2SO4,0.0469,500,27.0,99.5,89.7,1300.295016,72414.0,921.7
73.7,12.69,Ti(OBu)4,0.0572,1000000,147.3,51.35,49.6,0.371181,74190.0,613.2
241.5,10.94,H2SO4,0.0529,5000,33.0,98.56,91.13,1653.351832,76038.0,974.4
159.3,2.58,H2SO4,0.0503,500,111.2,99.5,94.48,48.388468,79396.0,727.1
116.9,11.3,H2SO4,0.0798,50000,68.3,96.0,90.75,9.6272,75233.0,688.4
74.6,4.85,Amberlyst-15,0.0574,500,48.4,20.99,19.15,0.284167,71035.0,490.2
155.1,9.95,H2SO4,0.0385,500,118.7,99.06,89.58,32.025152,76907.0,716.1
211.0,5.77,p-TSA,0.0332,500,87.7,98.91,90.42,349.890228,74536.0,873.0
194.3,14.97,H2SO4,0.0134,1000000,78.0,94.44,90.63,71.862212,75140.0,959.1
69.5,4.69,p-TSA,0.0625,500,110.8,40.45,37.97,0.295171,76116.0,517.6
73.9,4.91,H2SO4,0.0307,50000,93.5,23.92,21.66,0.186276,70549.0,623.7
136.5,14.03,Amberlyst-15,0.0233,500000,61.6,94.32,90.72,6.787631,75013.0,827.7
116.1,1.35,Ti(OBu)4,0.0688,500,105.0,98.64,87.34,5.698341,74181.0,605.7
104.2,10.75,H2SO4,0.0713,5000,123.8,99.5,94.52,3.613919,77444.0,605.3
113.4,11.15,H2SO4,0.0777,50000,14.5,80.47,74.35,6.878234,76454.0,769.3
212.7,12.71,Amberlyst-15,0.0553,500000,89.2,92.71,88.36,459.911202,71746.0,1035.5
236.6,14.64,H2SO4,0.0905,1000000,19.8,93.9,91.34,2338.455067,77525.0,1121.6
137.0,14.66,p-TSA,0.0943,500,41.7,99.5,95.02,40.618894,75899.0,674.9
232.2,1.91,H2SO4,0.0827,500000,105.3,95.99,88.71,1624.231055,71906.0,1060.4
121.1,12.51,H2SO4,0.0672,5000,157.3,96.26,86.17,9.139483,75112.0,702.4
150.5,10.05,Ti(OBu)4,0.0373,50000,160.1,98.74,94.85,22.717171,77070.0,756.2
102.9,10.06,Ti(OBu)4,0.0985,50000,21.9,78.06,72.28,4.309465,72572.0,658.9
181.7,2.8,H2SO4,0.0347,1000000,81.2,95.77,85.0,79.909491,77755.0,930.3
246.0,10.1,Amberlyst-15,0.0282,1000000,109.1,97.08,92.41,801.798556,71975.0,1101.4
