temperature_C,pressure_atm,catalyst_ratio_mol_pct,mixing_speed_rpm,residence_time_min,efficiency_pct,yield_pct,cost_per_batch_INR
72.1,2.37,2.717,476,110.8,78.49,79.21,1212
205.6,3.78,1.954,354,141.3,89.55,89.3,1418
168.4,5.99,2.123,351,69.7,96.02,88.52,1421
236.9,8.46,2.774,493,32.9,80.25,77.63,1699
142.1,7.8,2.981,509,158.6,90.46,90.6,1565
136.3,12.94,4.181,61,174.1,52.94,51.07,1673
245.1,2.99,3.973,569,83.0,95.84,96.74,1884
86.8,10.77,3.952,503,178.4,73.41,74.06,1558
107.9,8.68,3.782,447,64.9,80.99,76.28,1619
152.8,11.32,3.91,519,21.3,66.24,66.56,1801
159.5,5.79,3.549,345,107.3,97.29,94.39,1491
164.3,7.6,4.406,475,157.6,99.0,94.8,1713
100.3,1.4,3.009,379,115.0,72.14,71.63,1186
236.1,2.63,2.844,349,11.6,86.54,86.09,1442
193.7,6.25,3.656,166,12.0,95.0,93.2,1543
109.1,7.74,1.247,516,133.1,75.43,75.23,1422
115.9,2.2,3.996,536,153.7,86.56,87.78,1483
227.3,12.55,4.713,584,53.0,60.9,61.19,2103
132.3,14.24,1.833,116,89.9,40.4,36.72,1402
165.7,9.35,3.25,210,173.4,70.37,70.51,1496
82.9,1.75,0.647,427,88.3,64.7,64.3,997
107.8,11.34,3.946,520,33.1,66.69,67.44,1659
139.1,4.04,3.019,463,165.0,87.43,86.45,1489
184.7,11.27,3.531,301,94.2,65.16,65.51,1682
113.2,7.08,1.143,449,68.5,73.49,66.24,1236
240.6,1.75,4.143,90,26.6,90.65,92.22,1605
101.8,4.9,1.652,414,87.9,84.16,77.67,1288
208.0,6.98,3.582,54,140.8,95.61,95.96,1451
129.3,11.31,3.169,76,131.9,56.2,56.84,1409
218.3,2.86,3.442,467,94.4,99.0,89.13,1590
235.4,5.02,0.726,313,132.3,80.59,81.37,1342
95.5,2.17,3.838,83,69.6,76.96,76.92,1158
153.4,9.62,4.079,315,135.0,82.23,83.11,1728
89.3,7.64,2.637,85,24.6,73.2,67.43,1224
194.1,14.01,2.34,240,43.9,36.43,36.19,1661
218.1,11.37,2.041,137,159.2,47.99,46.0,1519
134.0,11.89,4.675,171,59.9,65.32,60.81,1625
135.4,3.3,3.898,158,45.0,92.75,91.89,1307
98.7,4.73,3.644,254,25.1,83.92,80.3,1287
118.2,8.18,4.665,109,76.8,92.17,92.91,1440
121.5,1.19,2.069,340,21.4,70.41,69.38,1210
89.6,13.18,3.336,274,94.5,69.7,63.89,1592
118.9,11.89,3.587,512,166.3,64.67,60.15,1690
232.4,1.81,4.983,504,143.8,99.0,92.24,1835
121.8,12.89,2.422,503,16.9,48.52,45.67,1654
112.1,1.06,2.301,308,61.0,76.8,75.26,1086
133.1,2.6,0.88,210,41.9,78.26,78.83,964
242.5,1.78,0.943,278,21.4,71.37,69.32,1287
205.3,7.71,2.803,428,28.5,92.6,91.69,1660
98.3,11.98,1.27,341,164.4,49.38,46.31,1289
203.0,3.5,0.828,393,62.7,86.99,83.74,1264
205.6,11.8,4.842,432,76.7,69.78,67.03,2008
240.5,3.59,4.781,555,92.6,99.0,97.43,1923
229.3,14.87,1.964,569,136.6,38.61,37.15,1890
78.1,12.95,4.054,512,145.7,76.82,72.22,1709
146.4,11.32,4.426,86,173.8,56.18,52.21,1595
193.6,9.28,2.591,589,45.8,77.26,71.9,1793
244.9,4.4,1.507,437,61.2,90.96,92.57,1519
76.2,2.67,1.084,431,63.2,64.91,61.2,1014
130.0,7.44,1.134,63,85.7,77.5,77.25,1167
153.5,6.64,4.086,314,147.3,95.96,87.19,1537
138.5,10.44,2.23,395,50.7,62.42,56.85,1463
146.6,3.38,3.621,203,143.1,86.87,85.34,1336
130.1,8.87,2.924,96,44.7,78.03,74.51,1324
244.4,10.71,2.276,343,130.7,61.28,61.63,1664
212.6,5.19,1.057,295,145.8,89.47,89.78,1264
200.0,11.92,2.001,74,155.1,43.18,42.78,1460
138.0,7.05,4.281,336,96.7,99.0,98.79,1557
227.5,3.28,4.151,109,65.9,99.0,99.0,1455
77.7,3.73,0.628,284,141.3,59.04,58.69,999
87.2,4.9,1.131,199,64.6,68.86,66.33,946
241.3,3.21,3.902,584,35.2,96.44,89.86,1742
167.7,8.88,2.011,69,151.9,69.88,69.49,1371
90.3,14.29,3.396,358,79.9,64.55,60.56,1684
240.3,13.55,3.032,134,107.0,40.36,37.51,1728
245.2,5.53,3.434,226,166.1,97.5,89.76,1663
227.5,13.11,0.742,151,33.1,32.15,31.35,1479
105.3,14.36,4.69,597,104.7,70.56,65.55,2022
112.9,5.12,0.594,68,105.0,72.42,68.43,900
137.3,13.67,0.536,348,156.5,31.96,31.48,1362
170.1,14.96,1.518,384,68.0,38.73,38.55,1641
248.5,12.17,4.971,475,78.2,63.1,59.18,2033
241.7,6.46,0.826,394,98.3,82.34,82.44,1422
235.0,9.52,4.435,177,38.4,79.61,72.2,1810
77.0,6.1,1.216,379,90.0,68.38,69.64,1157
203.9,14.94,0.991,586,84.1,28.84,27.4,1746
226.6,1.95,4.005,517,43.6,93.74,88.02,1669
123.3,13.5,4.31,299,151.6,59.06,59.7,1609
101.7,2.04,4.065,313,83.3,85.27,78.09,1335
202.2,1.59,1.585,123,62.0,71.3,67.23,1140
77.3,14.16,4.459,363,32.2,73.18,69.01,1688
238.8,13.14,0.823,204,25.3,37.15,35.33,1477
89.7,6.06,2.039,109,173.2,66.06,66.18,1153
146.9,14.41,2.584,311,179.2,38.54,38.61,1667
246.7,13.07,0.805,75,162.6,35.41,34.38,1445
247.8,13.63,3.109,116,88.0,51.14,52.11,1782
207.4,9.33,3.017,170,147.3,74.61,74.7,1664
219.4,14.42,4.965,595,151.8,51.94,50.99,2172
243.8,12.33,3.297,495,61.0,57.57,53.19,1834
236.2,14.16,2.289,348,109.6,46.28,44.71,1772
178.2,4.94,4.056,178,172.7,98.98,91.62,1506
199.6,8.45,2.007,335,57.6,79.56,74.48,1627
172.8,13.15,2.898,407,122.7,46.55,45.73,1673
156.2,9.12,0.75,53,122.6,58.16,53.63,1180
227.4,12.22,1.952,593,87.0,53.14,48.41,1760
200.2,14.62,2.876,395,93.4,43.31,41.74,1868
223.4,12.26,3.66,594,87.6,52.5,47.25,1959
78.2,5.42,0.946,308,98.6,67.9,66.07,931
169.5,2.66,4.087,393,35.3,99.0,99.0,1504
122.6,4.82,4.551,304,145.1,98.57,90.96,1491
157.5,10.28,1.765,55,122.4,62.86,59.47,1347
176.5,1.15,3.944,517,175.5,83.4,84.23,1550
220.7,3.66,1.312,297,51.8,92.45,91.01,1364
66.1,5.58,2.855,309,34.8,75.91,69.55,1233
91.2,13.25,4.089,248,68.2,67.78,64.11,1617
235.1,1.71,2.239,288,96.7,81.15,80.4,1390
243.8,1.7,0.618,449,44.9,77.16,75.6,1304
70.5,8.72,2.93,435,88.3,75.88,69.71,1442
123.0,3.49,4.301,495,119.2,99.0,89.84,1570
61.8,4.39,0.987,586,19.5,63.43,62.28,1145
203.9,3.58,0.633,265,138.9,85.52,83.22,1187
189.6,9.14,4.141,236,169.8,81.6,74.02,1632
167.3,1.78,1.702,321,55.6,79.02,80.36,1237
191.4,14.16,2.14,135,142.0,36.46,33.92,1539
162.2,2.72,0.891,467,81.0,82.97,78.52,1237
105.4,14.32,0.935,370,123.0,48.34,44.54,1425
203.3,11.89,3.265,166,136.3,51.43,51.4,1726
208.8,12.59,2.985,525,60.1,49.01,49.77,1926
222.3,3.42,1.816,390,143.9,92.85,85.94,1272
241.3,10.38,2.537,69,27.9,61.5,57.44,1572
202.0,12.44,2.247,158,177.7,40.51,39.89,1476
70.4,8.81,3.628,540,67.3,82.16,79.15,1596
64.0,8.72,4.379,260,48.0,75.77,69.14,1456
200.6,3.23,3.943,591,33.6,99.0,99.0,1746
70.6,6.8,0.52,341,148.1,62.81,61.14,1081
120.0,3.11,0.948,164,109.6,75.53,70.71,943
85.9,14.62,2.432,377,171.8,61.89,59.34,1493
244.1,10.59,4.333,106,120.1,75.27,72.26,1786
120.1,1.68,1.566,494,67.9,72.17,69.51,1223
70.5,7.67,4.455,395,152.2,73.81,70.84,1517
240.4,9.93,0.995,580,57.8,62.67,60.62,1677
175.7,2.34,0.827,430,59.4,78.28,74.15,1201
66.9,10.31,4.61,77,14.8,71.76,65.84,1499
218.3,3.48,1.229,312,52.8,94.24,92.33,1327
89.0,6.71,2.587,342,54.4,86.14,85.72,1312
212.5,9.76,1.967,554,60.6,67.77,67.84,1706
174.5,6.11,1.164,288,72.7,90.39,81.59,1272
93.7,6.33,3.344,376,108.0,85.07,80.69,1382
203.0,12.81,4.837,152,46.8,56.22,57.2,1874
146.4,5.33,3.461,185,118.2,93.06,84.45,1430
181.2,10.17,2.092,352,32.7,68.53,68.13,1597
225.2,12.89,3.703,433,168.3,53.68,49.13,1914
109.5,3.14,1.145,290,14.4,71.62,71.54,1078
129.5,1.64,3.11,288,164.4,83.89,82.27,1233
249.5,12.56,2.613,191,103.0,46.07,45.47,1772
156.5,8.72,2.12,434,130.7,73.32,74.59,1456
166.1,12.59,3.828,53,60.7,51.24,51.89,1630
114.2,3.98,1.033,332,39.5,78.89,73.88,1161
139.0,12.66,2.898,52,171.0,45.39,42.89,1480
155.3,2.33,4.345,376,85.0,99.0,93.94,1518
109.1,13.36,1.408,67,91.7,44.05,40.6,1280
105.2,12.52,1.69,567,177.6,56.9,53.81,1446
174.1,8.94,3.473,313,67.1,86.09,87.59,1587
94.9,9.52,3.977,426,27.0,83.39,79.95,1588
165.2,5.84,1.775,519,109.8,88.9,90.17,1408
194.2,3.82,2.12,179,104.3,92.53,84.07,1329
97.7,7.38,3.83,347,141.4,81.7,73.91,1400
201.7,10.2,1.784,525,172.4,64.73,62.73,1554
128.3,14.98,3.498,346,62.3,58.56,57.88,1763
248.6,12.44,1.215,266,132.7,43.0,39.83,1609
246.0,7.08,2.351,253,83.9,90.86,87.26,1583
211.7,11.41,3.599,261,143.2,64.91,65.22,1730
125.1,2.51,2.57,388,37.9,84.58,83.85,1305
238.1,6.81,0.587,75,95.1,81.03,75.18,1345
249.8,6.95,2.329,278,23.1,81.18,76.32,1652
147.8,14.98,1.798,358,105.4,46.21,43.29,1572
176.8,6.47,0.956,483,38.7,87.04,85.86,1364
61.1,2.17,0.541,341,173.2,65.0,66.05,921
68.3,1.94,0.705,559,104.2,61.45,57.37,1139
155.1,10.78,4.772,294,100.0,75.94,73.71,1700
175.8,5.05,3.874,408,175.3,99.0,99.0,1537
119.4,13.16,4.729,60,94.7,52.91,48.62,1680
78.8,7.76,1.017,181,125.0,69.49,68.03,1049
208.6,5.63,3.067,499,17.9,99.0,93.04,1675
139.6,11.63,0.875,372,130.4,45.41,46.27,1372
183.3,6.85,0.621,570,27.7,85.98,78.5,1437
183.5,11.32,2.598,464,142.6,59.21,56.5,1673
163.9,11.0,3.409,297,159.1,62.85,58.49,1597
93.9,11.12,0.786,478,63.6,56.46,51.02,1347
177.1,13.0,2.143,307,159.3,41.83,42.49,1551
121.2,12.88,0.906,232,92.0,48.51,46.97,1358
215.6,10.3,2.129,76,107.2,63.17,62.16,1480
96.7,14.4,2.623,526,79.9,60.1,58.56,1583
115.3,1.29,2.019,280,91.0,74.58,68.45,1126
143.7,14.03,3.093,427,164.4,47.41,43.64,1745
200.6,3.08,3.131,134,171.0,88.85,86.65,1256
196.9,3.96,1.998,506,85.8,96.9,96.28,1463
124.1,12.44,2.253,503,97.4,53.99,52.55,1599
157.0,6.61,2.485,315,29.7,88.16,85.38,1423
104.5,6.95,2.19,420,65.4,73.26,72.49,1256
206.4,4.66,3.923,337,97.3,99.0,91.99,1631
97.4,4.14,1.13,354,44.4,76.36,75.42,1135
215.7,2.49,4.357,539,108.0,99.0,93.99,1664
238.0,3.75,1.991,582,126.5,94.98,93.16,1509
248.4,8.93,3.758,252,120.5,79.48,74.15,1718
222.8,10.89,4.477,232,85.2,70.24,64.37,1843
102.1,11.34,4.494,217,140.8,68.27,61.68,1541
139.1,6.18,2.536,474,64.3,98.25,97.9,1387
76.9,13.91,1.655,448,89.8,60.11,55.52,1565
91.3,5.6,3.226,74,55.9,77.15,72.8,1210
69.4,2.56,1.328,99,112.6,65.24,64.73,882
181.8,14.23,4.058,405,84.9,49.65,47.37,1866
161.3,8.57,3.701,201,46.9,88.54,82.0,1529
234.2,14.6,4.08,100,62.4,42.91,39.63,1955
148.0,6.51,2.45,278,57.5,91.14,86.49,1416
182.0,11.6,3.008,533,164.9,58.41,56.53,1899
136.3,2.54,0.962,251,98.7,69.73,66.04,1090
217.6,12.96,3.594,433,121.0,50.1,50.53,1852
236.0,3.39,2.691,545,168.9,91.54,82.43,1629
142.0,1.96,2.792,143,41.0,81.63,77.41,1221
75.7,2.37,4.311,385,169.3,78.92,78.06,1377
91.1,8.8,3.975,549,101.7,83.39,83.97,1596
196.9,5.09,2.908,156,155.6,96.84,91.32,1506
121.8,14.45,2.098,594,38.6,52.88,51.87,1620
209.2,12.94,2.509,251,56.4,51.11,49.56,1700
202.5,12.25,2.078,170,43.0,40.76,37.67,1550
191.9,12.33,1.182,511,121.1,44.21,43.4,1589
214.7,13.47,3.406,307,33.9,49.67,46.19,1840
203.7,13.11,3.612,419,144.7,47.71,47.43,1934
180.2,13.99,4.87,319,52.6,53.98,54.19,1947
60.8,14.08,2.551,404,53.4,68.7,65.77,1515
158.0,5.18,4.988,69,57.8,99.0,89.74,1404
173.1,4.07,1.342,243,136.9,86.49,85.49,1270
242.5,10.0,3.455,412,167.1,64.93,62.07,1816
183.6,2.73,4.976,243,164.3,99.0,90.22,1595
169.3,3.96,3.381,477,27.2,99.0,93.03,1580
162.8,11.82,2.536,578,54.6,53.43,49.95,1733
79.6,10.09,2.819,71,124.3,65.29,64.45,1179
141.2,10.11,4.305,520,115.2,74.82,71.14,1847
85.5,14.31,4.726,143,69.5,71.65,69.53,1735
70.0,10.35,2.543,555,156.7,67.88,65.18,1523
122.6,7.03,3.976,571,32.2,95.13,93.89,1603
182.6,4.92,4.702,363,118.6,99.0,97.63,1726
224.7,5.74,1.77,313,56.4,90.65,86.47,1441
214.0,4.89,2.719,467,99.6,99.0,90.7,1577
116.0,1.49,4.979,555,75.9,96.24,91.32,1612
68.7,4.66,2.091,178,176.6,71.48,65.7,1108
136.5,12.7,3.289,260,92.7,51.61,52.39,1495
119.8,11.2,3.457,280,175.9,66.38,67.31,1571
130.5,9.71,1.194,515,53.4,62.68,59.85,1488
166.2,13.63,4.13,125,140.5,46.27,41.8,1649
65.8,4.7,2.358,393,131.9,71.4,67.47,1254
130.5,9.09,2.751,243,154.1,75.69,76.25,1347
166.1,1.44,3.393,537,127.9,85.09,79.52,1472
141.9,13.49,2.347,237,126.0,48.13,46.91,1569
186.8,7.27,1.963,588,122.3,94.43,87.07,1569
95.4,3.49,2.959,59,177.5,75.73,75.66,1180
89.2,4.35,2.061,182,48.8,71.64,72.14,1035
118.5,12.88,2.454,302,15.1,50.89,49.56,1560
79.3,2.52,0.988,191,125.3,67.31,65.62,931
104.9,13.95,4.301,456,39.3,69.54,65.75,1744
76.5,6.23,2.353,498,125.5,71.08,70.0,1346
136.4,4.52,0.873,434,64.3,85.58,81.93,1209
195.2,5.65,4.055,584,17.4,99.0,97.96,1831
114.4,6.73,0.588,301,140.9,69.33,70.45,1169
60.7,8.67,3.197,589,18.8,75.74,75.64,1516
165.8,9.22,3.662,119,48.1,84.92,81.7,1500
191.5,7.27,1.36,515,67.2,89.86,91.43,1502
134.4,7.25,1.091,71,32.6,75.24,73.2,1102
116.4,4.99,1.012,343,165.3,75.24,68.3,1152
153.2,6.37,4.97,316,115.7,99.0,97.78,1715
79.2,7.54,3.898,521,158.8,78.44,78.31,1521
182.3,9.37,1.907,435,125.9,70.29,64.4,1482
199.3,2.83,2.01,293,178.6,85.74,84.15,1356
193.9,11.7,3.419,543,99.3,61.67,62.32,1891
122.4,10.53,2.56,537,19.1,63.39,58.96,1665
220.1,5.18,1.721,64,37.3,87.87,85.25,1343
239.9,7.43,0.757,529,110.0,82.89,77.34,1529
116.4,14.26,4.027,340,69.1,53.79,53.41,1746
109.9,1.29,4.497,511,29.2,88.47,85.79,1483
193.8,12.36,1.427,150,50.5,41.84,39.8,1498
194.6,8.16,0.785,133,90.7,75.63,68.33,1155
157.0,9.66,1.034,447,98.1,69.73,70.66,1402
235.4,10.58,2.364,201,168.9,62.41,59.9,1649
87.8,7.38,1.847,357,25.4,73.36,73.1,1315
150.7,3.69,0.831,429,70.8,86.38,81.8,1178
66.7,13.73,2.547,386,96.0,68.49,68.62,1472
70.0,11.36,1.418,434,29.3,60.33,55.46,1328
70.2,8.83,0.801,391,126.9,59.58,55.28,1174
153.4,7.28,3.461,259,97.6,94.73,89.05,1543
171.9,7.99,3.076,100,88.1,87.23,79.44,1404
60.7,12.53,4.219,520,121.5,79.63,75.91,1723
180.2,1.18,1.86,515,58.9,74.08,71.0,1410
153.0,13.11,1.111,53,67.7,27.8,25.4,1318
102.5,1.65,2.121,512,37.7,74.97,71.31,1201
62.9,9.62,4.004,133,99.0,69.29,64.0,1389
89.7,5.66,1.588,233,73.3,74.71,75.08,1095
174.1,10.5,1.648,277,54.3,65.88,63.32,1462
185.2,2.2,1.164,424,31.2,82.08,83.25,1191
182.9,8.79,4.939,101,13.9,85.32,80.28,1717
89.1,12.97,4.853,505,42.9,70.96,66.77,1888
233.1,7.92,3.461,569,52.1,90.85,85.46,1801
138.1,2.18,1.467,574,92.5,80.87,75.38,1193
205.9,1.52,3.95,101,51.0,89.85,89.32,1449
91.6,9.7,3.128,556,149.0,74.28,69.37,1544
149.4,1.97,3.873,362,90.6,90.87,84.93,1393
159.1,2.0,4.372,450,116.0,97.67,88.45,1534
206.4,6.96,1.933,562,45.3,96.54,98.07,1535
178.1,3.93,4.612,414,80.7,99.0,99.0,1666
135.9,3.86,4.544,301,112.5,99.0,92.58,1429
113.7,7.73,2.962,339,62.9,78.05,75.12,1366
244.9,4.93,3.581,426,67.2,98.0,93.88,1649
114.1,4.07,2.35,570,147.3,81.06,73.8,1378
84.6,8.2,3.448,539,152.3,77.98,75.15,1439
117.1,5.07,2.97,367,100.6,87.94,80.34,1471
122.1,2.12,1.953,166,162.4,72.92,69.43,1067
84.3,10.56,1.953,241,135.2,61.26,55.77,1195
194.5,9.2,3.432,249,19.4,76.42,74.18,1580
177.6,3.97,4.805,209,105.1,99.0,89.68,1589
120.2,9.15,1.407,461,128.6,70.29,68.56,1453
248.7,14.38,2.266,510,102.0,46.92,46.21,1918
184.5,14.39,4.126,226,151.4,46.22,44.76,1830
193.6,8.45,1.054,515,61.1,78.71,75.27,1427
165.9,2.37,4.974,454,21.1,99.0,89.82,1702
164.8,7.41,3.552,293,117.7,95.79,86.35,1581
63.8,1.38,4.599,434,134.2,83.32,78.41,1362
206.5,6.81,4.271,473,140.1,99.0,98.26,1782
233.0,13.73,3.997,359,11.9,53.55,52.36,1984
83.2,7.54,0.648,294,124.5,59.32,54.28,1064
211.2,8.71,2.329,106,13.5,75.9,74.58,1516
161.5,3.21,1.408,51,141.7,76.98,74.59,1126
114.2,1.22,4.421,565,129.5,90.97,83.69,1485
235.0,14.91,3.561,197,106.5,46.03,45.6,1858
63.3,5.74,0.982,415,96.1,64.89,64.87,996
112.1,4.91,2.118,569,131.6,85.66,79.48,1281
228.4,9.0,0.812,500,19.7,69.69,68.04,1585
151.4,11.43,3.83,117,151.5,65.35,61.78,1633
173.8,4.52,2.382,491,44.2,99.0,89.79,1520
202.5,8.34,1.555,450,91.2,85.88,86.16,1468
88.1,5.66,2.83,231,92.8,79.01,78.89,1359
100.9,7.73,0.689,429,142.1,62.59,58.72,1267
249.7,3.26,1.658,504,42.8,89.83,86.57,1486
105.1,8.14,1.289,210,61.0,66.75,64.18,1197
162.4,1.66,4.688,528,122.7,94.29,86.87,1523
116.8,12.76,2.197,93,80.2,50.79,46.6,1352
221.8,9.79,3.13,340,60.8,74.67,74.77,1747
242.7,14.18,2.763,178,115.6,45.24,45.43,1779
86.8,9.4,3.466,450,24.7,72.45,71.51,1615
174.1,3.55,1.756,146,144.3,89.98,81.76,1129
214.2,7.78,1.044,238,99.2,80.08,80.81,1379
216.4,10.31,0.867,120,45.0,62.69,63.8,1332
143.7,6.24,1.37,497,79.4,83.05,82.48,1437
102.8,8.74,2.673,123,32.3,71.89,67.75,1310
133.6,3.28,1.562,448,114.8,86.56,82.12,1246
202.7,11.88,2.453,439,123.8,52.02,52.25,1720
248.8,13.73,0.632,128,78.9,32.35,30.2,1493
165.3,5.41,3.324,361,67.7,99.0,90.79,1566
97.1,12.11,4.452,323,154.5,72.6,72.51,1673
68.0,2.29,0.714,377,107.9,60.58,55.93,977
239.3,4.45,1.481,565,123.4,88.15,88.93,1572
151.8,7.47,1.93,94,31.7,81.76,79.43,1225
196.2,6.41,1.793,501,131.3,94.82,91.66,1614
185.4,9.67,0.682,524,85.6,66.92,66.46,1570
229.3,8.88,0.98,119,72.3,68.49,61.78,1381
110.6,2.22,4.606,411,168.0,90.99,89.68,1439
143.9,2.84,3.701,436,19.2,97.94,95.18,1493
233.6,1.72,4.813,352,43.3,99.0,95.32,1732
171.3,14.34,2.482,327,73.8,39.36,36.45,1772
73.6,10.03,4.456,225,65.1,85.68,85.64,1538
97.0,12.98,4.174,429,96.8,71.29,66.3,1722
105.1,8.58,4.437,207,78.2,80.13,76.83,1522
248.8,3.71,0.676,303,144.0,83.93,77.13,1234
102.6,9.77,3.436,522,140.6,76.35,77.64,1581
225.2,8.07,3.05,99,141.3,83.79,77.36,1565
74.8,6.71,2.953,341,72.8,75.78,75.5,1204
94.5,6.21,2.77,317,79.3,83.72,77.99,1320
225.7,10.1,4.082,258,132.5,77.38,72.02,1751
230.8,9.65,4.856,379,31.1,81.71,77.68,2005
93.5,3.12,4.23,59,154.8,78.85,78.97,1219
103.7,12.43,4.417,321,102.0,67.86,66.67,1669
160.8,9.91,2.678,317,154.3,68.89,69.21,1538
70.0,8.5,3.608,334,144.9,78.16,70.78,1423
239.6,11.48,2.37,167,73.6,58.51,59.37,1684
128.8,3.15,2.121,164,27.3,80.81,73.48,1129
153.0,13.88,4.529,406,166.5,56.72,55.95,1879
80.0,4.79,4.573,101,68.6,84.49,78.14,1351
66.2,4.68,3.57,218,73.5,76.35,76.42,1239
148.9,12.41,4.27,507,164.5,65.57,65.8,1883
83.1,5.68,2.122,107,165.9,70.28,67.9,1080
179.8,12.63,2.452,307,54.7,46.93,44.51,1655
211.0,5.59,4.195,418,25.1,99.0,98.53,1783
66.0,8.71,2.291,128,10.2,59.95,60.25,1217
176.3,4.23,0.68,222,84.5,87.05,86.06,1065
215.0,11.24,2.09,357,106.7,57.5,58.0,1683
143.5,3.34,2.292,230,56.0,90.31,88.07,1174
242.3,13.59,1.196,110,54.2,36.09,35.39,1521
81.1,6.2,2.049,178,70.7,68.3,66.15,1167
121.4,7.6,4.705,110,54.7,87.42,83.8,1448
103.7,1.34,4.363,591,155.9,83.26,81.48,1424
249.3,14.66,2.507,180,119.3,43.03,41.63,1779
115.9,12.38,3.695,342,150.9,58.25,57.54,1613
133.7,7.26,1.183,286,156.3,81.67,82.66,1165
221.0,13.88,3.886,363,84.0,50.65,47.86,1957
236.7,14.03,2.641,324,91.2,45.17,42.89,1870
238.2,8.46,3.752,450,176.2,85.53,77.13,1876
166.1,4.27,3.398,530,148.9,96.88,93.32,1520
186.0,7.82,1.547,207,145.6,81.22,74.38,1385
126.3,5.55,4.256,151,109.2,98.44,97.05,1395
175.4,7.27,3.075,591,88.4,95.88,95.26,1609
117.5,13.76,4.029,526,162.1,62.87,62.03,1777
201.7,4.95,0.923,250,146.8,89.38,86.31,1128
118.4,12.75,3.269,542,97.9,63.42,61.14,1664
227.1,14.09,1.813,419,56.0,38.8,37.93,1694
87.3,12.27,4.374,291,35.0,72.61,70.18,1635
168.6,8.38,4.773,530,104.0,98.91,97.92,1846
158.9,8.9,0.751,421,60.3,67.35,67.84,1286
110.1,12.47,3.759,505,54.9,67.58,65.17,1764
65.3,1.62,0.963,280,28.0,63.84,58.3,885
88.2,11.3,4.359,489,15.9,80.48,73.7,1643
243.9,8.4,1.06,252,143.2,73.4,69.37,1382
238.8,6.56,1.378,454,28.4,81.05,77.77,1499
82.7,11.74,1.632,290,161.1,53.39,49.49,1318
131.2,4.73,3.775,273,46.3,93.52,89.25,1468
148.4,13.54,1.816,488,139.1,47.8,43.8,1623
150.8,10.64,3.182,119,149.9,69.97,65.0,1483
116.8,9.54,3.074,561,144.7,74.2,73.32,1636
233.5,8.32,2.31,330,158.4,80.81,82.28,1620
232.6,3.98,2.928,400,67.8,91.21,84.13,1502
63.6,9.64,1.032,273,177.6,60.25,56.68,1134
183.5,11.15,4.443,405,57.5,69.7,65.66,1820
74.1,1.16,1.432,440,168.8,63.26,58.63,1039
173.5,6.13,4.461,528,84.4,99.0,91.52,1717
224.7,12.65,2.834,520,19.7,48.04,43.99,1832
183.4,9.85,3.263,247,143.4,68.77,69.38,1685
149.1,9.61,1.658,389,143.9,65.21,63.77,1444
242.0,4.2,1.5,479,43.5,87.03,81.36,1524
201.9,9.85,2.708,471,150.0,68.58,63.85,1699
107.4,12.01,1.703,540,36.8,53.55,51.99,1556
133.5,6.62,2.404,508,35.7,90.2,88.73,1455
204.4,3.55,2.481,445,147.5,92.51,86.06,1534
63.7,2.08,1.719,462,59.3,67.13,63.22,949
72.2,8.08,1.813,494,23.1,64.48,60.28,1320
223.3,10.57,4.878,511,172.6,71.34,64.96,2020
68.2,3.28,3.144,244,104.7,71.19,67.37,1186
188.9,6.9,4.243,480,86.2,99.0,95.44,1695
120.6,8.96,0.706,572,95.7,68.07,66.61,1330
216.9,3.18,0.509,178,124.0,80.07,76.07,1117
221.0,4.78,2.836,77,156.5,91.11,92.75,1432
241.1,9.52,4.221,90,124.3,74.06,72.22,1780
78.2,11.15,3.249,169,135.7,66.31,66.73,1318
140.3,9.9,3.285,556,40.6,70.57,71.27,1694
169.1,10.99,1.127,120,75.3,49.96,49.89,1297
234.1,9.14,4.904,461,109.4,88.03,82.08,2051
110.6,12.7,2.884,527,115.3,58.45,55.63,1682
73.6,12.57,0.962,533,56.0,63.48,57.14,1369
98.3,12.15,2.364,279,175.7,56.5,53.91,1430
154.2,9.06,0.824,322,30.1,66.74,62.42,1388
189.4,14.92,2.382,228,29.1,40.42,36.92,1681
191.2,1.55,3.702,131,49.0,82.19,82.24,1275
74.2,3.74,1.956,167,138.2,66.91,65.63,1115
204.7,12.32,1.909,124,16.2,36.68,37.41,1573
185.4,12.57,2.815,274,177.9,45.89,44.05,1640
137.4,12.46,2.743,144,177.9,50.59,47.54,1525
168.5,13.22,2.602,272,37.1,37.32,34.77,1599
205.9,6.92,2.826,518,78.2,99.0,94.27,1629
109.8,14.05,0.716,410,44.7,46.35,43.44,1411
238.6,3.93,2.634,415,79.4,97.01,98.85,1596
86.2,14.12,4.964,497,100.6,71.31,65.75,1864
231.4,8.79,3.94,73,149.9,83.54,75.38,1704
200.8,3.29,1.794,487,16.1,95.65,87.58,1447
185.5,11.31,3.55,158,177.8,56.08,56.47,1717
75.8,5.14,1.985,240,169.9,67.51,66.38,1211
234.6,4.09,1.362,219,107.0,89.55,89.02,1353
116.1,3.41,3.981,108,91.8,88.29,82.85,1270
201.7,1.41,1.443,146,103.6,74.42,72.54,1154
228.1,11.71,4.364,576,13.1,66.47,65.47,1935
106.4,7.81,2.212,380,135.4,77.13,72.44,1359
233.8,14.7,3.906,311,94.4,49.87,49.21,1924
176.3,7.15,1.668,467,58.6,94.98,92.66,1432
185.2,12.81,3.437,498,88.5,57.37,53.68,1845
